업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명,경도,위도
경양식,서울특별시 강남구 역삼동 825번지 2호 메리츠타워지하2층,02 20180900,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 382 (역삼동메리츠타워지하2층),메뉴 정보가 없습니다.,11680,자스민메리츠타워점,127.0286265,37.49704771
경양식,서울특별시 강남구 역삼동 825번지,02-3469-0999,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 390 (역삼동),메뉴 정보가 없습니다.,11680,시리우스,127.0285791,37.49784071
경양식,서울특별시 강남구 역삼동 825번지 미진프라자21층,0--2,매일,서울특별시 강남구 강남대로 390 (역삼동미진프라자21층),비발디 (Vivaldi),11680,크리스탈스카이라운지,127.0285791,37.49784071
,,,오후 6시 - 오후 9시 30분 (저녁),,"99,000원",,,,
,,,매일,,로씨니 (Rossini),,,,
,,,오후 9시 30분 - 자정 12시 (Bar),,"129,000원",,,,
,,,,,일 브런치,,,,
,,,,,"79,000원",,,,
경양식,서울특별시 강남구 역삼동 820번지 9호 GLASS TOWER,02 565 8830,매일,서울특별시 강남구 강남대로 406 GLASS TOWER 지하1층 B01-1호 (역삼동),감성그릴파히타,11680,(주)감성타코 강남역점,127.0276233,37.49894106
,,,오전 11시 30분 - 오후 10시 (// 라스트오더 21:00),,"38,000원",,,,
,,,,,트리플미트파히타,,,,
,,,,,"35,000원",,,,
,,,,,베르데숏립퀘사디아,,,,
,,,,,"14,000원",,,,
경양식,서울특별시 강남구 역삼동 820번지 8호 지하1층,02 5566414,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 408 (역삼동지하1층),메뉴 정보가 없습니다.,11680,피어날레,127.0275374,37.49921797
경양식,서울특별시 강남구 역삼동 820번지 5호,02 538 9967,"화,수,목,금",서울특별시 강남구 강남대로 410 지하1층 (역삼동),삼선짜장면,11680,(주)영길,127.0273576,37.49935913
,,,오전 11시 30분 - 오후 9시 30분,,"8,000원",,,,
,,,"쉬는시간 매주 화,수,목,금",,삼선짬뽕,,,,
,,,오후 3시 - 오후 5시,,"9,000원",,,,
,,,,,전가복,,,,
,,,,,"85,000원",,,,
경양식,서울특별시 강남구 역삼동 816번지 3호 2층,02 501 0885,매일,서울특별시 강남구 강남대로 416 (역삼동2층),빠네 파스타,11680,프리모 바치오바치,127.0271576,37.49979891
,,,오전 11시 - 오후 11시 (Last order 22:00 / 명절당일휴무),,"14,000원",,,,
,,,,,고르곤졸라 피,,,,
,,,,,"16,000원",,,,
,,,,,할라피뇨 폴로,,,,
,,,,,"10,000원",,,,
경양식,서울특별시 강남구 역삼동 816번지 1호,,매일,서울특별시 강남구 강남대로 420 (역삼동),수프림 타코,11680,타코벨 강남지점,127.0270713,37.50013766
,,,오전 10시 - 자정 12시,,"3,000원",,,,
,,,,,수프림 타코 세트,,,,
,,,,,"7,600원",,,,
,,,,,더블 치즈 데커 타코,,,,
,,,,,"3,400원",,,,
경양식,서울특별시 강남구 역삼동 814번지 6호 2층 214215호,02 5349595,매일,서울특별시 강남구 강남대로 438 (역삼동2층 214215호),유가네닭갈비,11680,유가네 닭갈비(강남역점),127.0263363,37.50164233
,,,오전 11시 - 오전 5시,,치즈퐁닭中,,,,
,,,,,치즈퐁닭大,,,,
경양식,서울특별시 강남구 역삼동 814번지 6호 스타플렉스4층,02 34523953,휴무일,서울특별시 강남구 강남대로 438 (역삼동스타플렉스4층),짜장면,11680,씨지브이강남,127.0263363,37.50164233
,,,매주 월요일,,"5,000원",,,,
,,,,,"삼선짜장, 삼선짬뽕 각",,,,
,,,,,"10,000원",,,,
,,,,,쟁반짜장 2인,,,,
,,,,,"12,000원",,,,
경양식,서울특별시 강남구 역삼동 814번지 6호 지상3층 307호,,"월-금,토",서울특별시 강남구 강남대로 438 지상3층 307호 (역삼동),빠에야,11680,리얼스페인,127.0263363,37.50164233
,,,오전 11시 - 오후 3시 (런치 라스트오더 14:30),,"14,900원",,,,
,,,"월-금,토",,파스타,,,,
,,,오후 5시 - 오후 9시 30분 (디너 라스트오더 20:30),,11000~15000,,,,
,,,,,스테이크,,,,
,,,,,12500~19500,,,,
경양식,서울특별시 강남구 역삼동 814번지 5호 C동3층,0-561-3281,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 442 (역삼동C동3층),메뉴 정보가 없습니다.,11680,비아이트,127.0260565,37.50206484
경양식,서울특별시 강남구 역삼동 814번지 5호 C동3층,0-561-3281,월-금,서울특별시 강남구 강남대로 442 (역삼동C동3층),기네스,11680,올바원더블린,127.0260565,37.50206484
,,,오전 4시 - 오전 1시 30분,,"9,800원",,,,
,,,공휴일,,,,,,
,,,오전 3시 - 자정 12시,,,,,,
경양식,서울특별시 강남구 역삼동 814번지 5호 지상2층,02 5613281,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 442 (역삼동지상2층),메뉴 정보가 없습니다.,11680,더블린,127.0260565,37.50206484
경양식,서울특별시 강남구 논현동 200번지 7호 지하2층,0-519-0126,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 476 (논현동지하2층),메뉴 정보가 없습니다.,11680,논현돈까스,127.0247904,37.50491021
경양식,서울특별시 강남구 논현동 200번지 7호,,매일,서울특별시 강남구 강남대로 476 지하2층 6호 (논현동),다양한메뉴,11680,어반,127.0247904,37.50491021
,,,오후 5시 - 오전 1시,,,,,,
경양식,서울특별시 강남구 논현동 165번지 8호 한맥빌딩,02 516 1289,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 492 지상16층 (논현동),메뉴 정보가 없습니다.,11680,골든스카이16,127.0241118,37.50620435
경양식,서울특별시 강남구 논현동 165번지,02 5154791,매일,서울특별시 강남구 강남대로 502 2층 (논현동 에임하이타워),퀸즈랜드 립아이,11680,(유)아웃백스테이크하우스코리아 강남점,127.0236753,37.50713099
,,,오전 11시 - 오후 9시,,투움바 파스타,,,,
,,,,,베이비 백 립,,,,
경양식,서울특별시 강남구 논현동 164번지 11호 지상2층,02 5436989,"월-금,토",서울특별시 강남구 강남대로 506 동 (논현동지상2층),이인석쉐프 코스요리,11680,히까리 논현점,127.0234984,37.50748523
,,,오후 5시 30분 - 자정 12시,,사시미 대,,,,
,,,휴무일,,사시미 중,,,,
경양식,서울특별시 강남구 논현동 164번지 17호 지상1층,02 5427455,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 518 (논현동지상1층),메뉴 정보가 없습니다.,11680,왕대박삼겹살,127.0231666,37.50849449
경양식,서울특별시 강남구 논현동 49번지 0호,02-0000-0000,월-금,서울특별시 강남구 강남대로 570 (논현동),아메리카노,11680,로비,127.0209581,37.51282108
,,,오후 3시 - 오전 1시 (/ 평일 11:00~3:00 펭긘식당 운영),,살라미치즈샌드위치,,,,
,,,토/일,,베이커리,,,,
,,,"정오 12시 - 오후 11시 (/ 1,2,7,8월 매일 12:00~21:00)",,,,,,
경양식,서울특별시 강남구 논현동 18번지 2호,,매일,서울특별시 강남구 강남대로 588 2층 (논현동 렉스관광호텔),메뉴 정보가 없습니다.,11680,렉스 레스토랑,127.020531,37.51436743
,,,오전 11시 30분 - 오후 10시 (휴무는 없습니다.),,,,,,
경양식,서울특별시 강남구 논현동 17번지 8호 (지하층),,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 594 (논현동(지하층)),메뉴 정보가 없습니다.,11680,브라운마조,127.0203288,37.51479142
경양식,서울특별시 강남구 논현동 17번지 8호 지상1층,02 5425025,"월-금,토",서울특별시 강남구 강남대로 594 (논현동지상1층),닭튀김덮밥,11680,포호아신사,127.0203288,37.51479142
,,,오전 11시 - 오후 10시,,매운돼지숙주덮밥,,,,
,,,,,고등어덮밥,,,,
경양식,서울특별시 강남구 논현동 17번지 8호 지상1층,02 5425025,"월-금,토",서울특별시 강남구 강남대로 594 (논현동지상1층),닭튀김덮밥,11680,길동우동 신사,127.0203288,37.51479142
,,,오전 11시 - 오후 10시,,매운돼지숙주덮밥,,,,
,,,,,고등어덮밥,,,,
경양식,서울특별시 강남구 신사동 502번지 7호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 622 (신사동지상1층),메뉴 정보가 없습니다.,11680,베르체,127.0196514,37.51731354
경양식,서울특별시 강남구 신사동 503번지 2호 지상1층-104,,매일,서울특별시 강남구 강남대로 632 지상1층 104호 (신사동),아메리카노,11680,슬로우시티,127.0193682,37.51824304
,,,오전 9시 - 오후 10시 30분,,스콘+잼버터,,,,
,,,,,에그타르트,,,,
경양식,서울특별시 강남구 역삼동 619번지 15호 2층,02 5666084,매일,서울특별시 강남구 강남대로100길 10 (역삼동2층),심슨탕 (1인분),11680,심슨탕 부대찌개,127.0268709,37.50163545
,,,오전 11시 - 오후 11시,,심슨 부대볶음,,,,
,,,,,사천제육볶음,,,,
경양식,서울특별시 강남구 역삼동 619번지 15호 2층,02 5666084,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로100길 10 (역삼동2층),메뉴 정보가 없습니다.,11680,맘스터치 강남역점,127.0268709,37.50163545
경양식,서울특별시 강남구 역삼동 813번지 18호,,월-금,서울특별시 강남구 강남대로102길 11 (역삼동),망고빙수,11680,미트 프레시,127.0267354,37.50193119
,,,정오 12시 - 오후 11시,,파인애플빙수,,,,
,,,,,아메리카노,,,,
경양식,서울특별시 강남구 역삼동 813번지 18호,,매일,서울특별시 강남구 강남대로102길 11 (역삼동),갈비국수 (태국 대표 쌀국수),11680,나이쏘이(NAI SOI),127.0267354,37.50193119
,,,오전 11시 - 오후 10시,,갈비국밥 (든든한 한끼),,,,
,,,토요일,,팟타이 (태국식 볶음쌀국수),,,,
,,,오전 11시 - 오후 11시,,,,,,
경양식,서울특별시 강남구 역삼동 813번지 13호,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로102길 13 지상2층 (역삼동),메뉴 정보가 없습니다.,11680,빠레뜨한남 강남CGV점,127.0268535,37.50204208
경양식,서울특별시 강남구 역삼동 813번지 14호 지하1층지상123층,02 5538837,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로102길 13-3 (역삼동지하1층지상123층),메뉴 정보가 없습니다.,11680,미즈컨테이너이스트,127.0267791,37.50217924
경양식,서울특별시 강남구 역삼동 813번지 15호 지상 123층,,매일,서울특별시 강남구 강남대로102길 13-5 (역삼동지상 123층),아메리카노 (HOT),11680,뉴코피커피(NEW KOPI COFFEE),127.0267225,37.50230637
,,,오전 9시 - 오후 9시,,카페라떼 (HOT),,,,
,,,,,카푸치노 (HOT),,,,
경양식,서울특별시 강남구 역삼동 813번지 15호 지상 123층,,매일,서울특별시 강남구 강남대로102길 13-5 (역삼동지상 123층),탄산수,11680,강남커피,127.0267225,37.50230637
,,,오전 11시 - 오후 10시,,케익,,,,
,,,"금,토",,,,,,
,,,오전 11시 - 오후 10시 30분,,,,,,
경양식,서울특별시 강남구 역삼동 813번지 9호,,"화,수,목,금,토/일",서울특별시 강남구 강남대로102길 13-8 지하1층 (역삼동),하와이안 쉬림프 갈릭,11680,피코이,127.0266614,37.50246269
,,,정오 12시 - 오후 10시 (마지막 주문 20시30분),,하와이안 쉬림프 매콤갈릭,,,,
,,,휴무일,,시푸드파스타,,,,
경양식,서울특별시 강남구 역삼동 619번지 4호 지상1층103호,02-6000-2270,매일,서울특별시 강남구 강남대로102길 14 (역삼동지상1층103호),멘치까스카레,11680,코코이찌방야,127.0270036,37.50190297
,,,오전 11시 - 오후 10시 30분 (주문마감 22:00),,로스까스카레,,,,
경양식,서울특별시 강남구 역삼동 813번지 12호,02 5083537,매일,서울특별시 강남구 강남대로102길 15 (역삼동),토마호크 포크 커틀렛,11680,미쿡식당 강남역점,127.026991,37.50221497
,,,오전 11시 - 오후 10시,,스모크 베이컨 스테이크,,,,
,,,,,자이언트 비프 스테이크,,,,
경양식,서울특별시 강남구 역삼동 619번지 3호,,"월-금,일",서울특별시 강남구 강남대로102길 16 3층 (역삼동),메뉴 정보가 없습니다.,11680,카페헬로,127.0271826,37.50210992
,,,오전 8시 - 오후 11시,,,,,,
경양식,서울특별시 강남구 역삼동 619번지 3호 까치빌딩 지하1층,,매일,서울특별시 강남구 강남대로102길 16 지하1층 (역삼동 까치빌딩),츄러스/츄르페,11680,일큐팔사츄러스(1Q84 CHURROS),127.0271826,37.50210992
,,,오전 10시 30분 - 오후 10시 30분 (연중무휴),,커피,,,,
,,,,,아이스크림,,,,
경양식,서울특별시 강남구 역삼동 619번지 2호 지상1층,,매일,서울특별시 강남구 강남대로102길 20 (역삼동지상1층),몽 샌드위치,11680,샌드위치즈,127.0273061,37.50225679
,,,오전 11시 - 오후 9시,,타마고 샌드위치,,,,
,,,,,크로와상 샌드위치,,,,
경양식,서울특별시 강남구 역삼동 619번지 2호 지상1층,,월-금,서울특별시 강남구 강남대로102길 20 (역삼동지상1층),숙성통삼겹,11680,숙달돼지 강남역 CGV점,127.0273061,37.50225679
,,,오후 4시 30분 - 오후 11시,,숙성목살,,,,
,,,토/일,,숙성항정살,,,,
,,,정오 12시 - 오후 11시,,,,,,
경양식,서울특별시 강남구 역삼동 812번지 17호 지하1층지상1층지상2층,02 5391929,매일,서울특별시 강남구 강남대로102길 21 (역삼동지하1층지상1층지상2층),레빗라떼,11680,어반레빗,127.0272148,37.50250096
,,,오전 11시 - 오후 11시,,아인슈페너,,,,
,,,,,달콤 부드러운 허니 리코타 샐러드,,,,
경양식,서울특별시 강남구 역삼동 619번지 1호 지하1층,02 5016143,매일,서울특별시 강남구 강남대로102길 22 (역삼동지하1층),커플세트 2인,11680,훌리오,127.0274157,37.50237558
,,,정오 12시 - 오후 11시,,트리플 파히타,,,,
,,,,,엔칠라다,,,,
,,,,,10900~11900,,,,
경양식,서울특별시 강남구 역삼동 812번지 15호,02 5585215,월-금,서울특별시 강남구 강남대로102길 23 (역삼동),한방바베큐보쌈,11680,무월식탁,127.0273193,37.50263659
,,,오전 11시 - 오후 10시 (라스트오더 21:00),,간장새우덮밥,,,,
,,,토/일,,제주흑돼지제육쌈밥,,,,
,,,오전 11시 - 오후 11시 (라스트오더 21:30),,,,,,
경양식,서울특별시 강남구 역삼동 617번지 4호 2층,,매일,서울특별시 강남구 강남대로102길 31 2층 (역삼동),오븐피자 14인치,11680,브릭오븐(주),127.0277492,37.50308898
,,,오전 11시 30분 - 오후 10시 30분,,23000~32000,,,,
,,,"금,토",,오븐피자 18인치,,,,
,,,오전 11시 30분 - 오후 11시,,34000~48000,,,,
경양식,서울특별시 강남구 역삼동 618번지 3호 지하1층,02 34778880,매일,서울특별시 강남구 강남대로102길 40 지하1층 (역삼동 제이빌딩),더블트러블,11680,더블 트러블,127.0283495,37.50343165
,,,정오 12시 - 오후 10시 (오더(주문)마감 21:00),,오리지날,,,,
,,,,,아보카도 트러블,,,,
경양식,서울특별시 강남구 역삼동 811번지 14호,,매일,서울특별시 강남구 강남대로106길 15 지하1층 (역삼동),수플레팬케이크,11680,만옥당,127.0267789,37.50311331
,,,정오 12시 - 오후 10시,,만옥비엔나,,,,
,,,,,심연,,,,
경양식,서울특별시 강남구 역삼동 811번지 7호,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로106길 19 3층 (역삼동),메뉴 정보가 없습니다.,11680,경우,127.0271537,37.5032173
경양식,서울특별시 강남구 역삼동 616번지 19호,,매일,서울특별시 강남구 강남대로106길 23 지하1층 (역삼동),블랙 부채살 스테이크,11680,블랙스톤,127.027414,37.50331181
,,,오전 11시 30분 - 오후 10시,,블랙 등심 스테이크,,,,
,,,,,감베리 크림 파스타,,,,
경양식,서울특별시 강남구 역삼동 601번지 12호 지상1층,02 5554355,매일,서울특별시 강남구 강남대로110길 13 (역삼동지상1층),돈탕반,11680,돈수백,127.0259274,37.50402586
,,,24시간 영업,,오소리탕반,,,,
,,,일요일,,섞어탕반,,,,
,,,자정 12시 - 오후 10시,,,,,,
경양식,서울특별시 강남구 역삼동 601번지 12호,,월-금,서울특별시 강남구 강남대로110길 13 23층 (역삼동),플랫화이트,11680,가배도,127.0259274,37.50402586
,,,정오 12시 - 오후 10시,,코르타도,,,,
,,,토/일,,가배도 밀크티,,,,
,,,오전 11시 - 오후 10시 30분,,,,,,
경양식,서울특별시 강남구 역삼동 810번지 18호,,월-금,서울특별시 강남구 강남대로110길 14 지하1층 (역삼동),로즈골드 샹그리아 (1L),11680,이구펍4호점(29PUB),127.0260571,37.50375038
,,,오후 6시 20분 - 오전 3시,,스카이 보드카 (750ml),,,,
,,,금요일,,'VRG' 샘플러 (600ml),,,,
