업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명
경양식,서울특별시 강남구 역삼동 814번지 6호 2층 214215호,02 5349595,매일,서울특별시 강남구 강남대로 438 (역삼동2층 214215호),유가네닭갈비,11680,유가네 닭갈비(강남역점)
,,,오전 11시 - 오전 5시,,치즈퐁닭中,,
,,,,,치즈퐁닭大,,
경양식,서울특별시 강남구 역삼동 814번지 6호 스타플렉스4층,02 34523953,휴무일,서울특별시 강남구 강남대로 438 (역삼동스타플렉스4층),짜장면,11680,씨지브이강남
,,,매주 월요일,,"5,000원",,
,,,,,"삼선짜장, 삼선짬뽕 각",,
,,,,,"10,000원",,
,,,,,쟁반짜장 2인,,
,,,,,"12,000원",,
경양식,서울특별시 강남구 역삼동 814번지 6호 지상3층 307호,,"월-금,토",서울특별시 강남구 강남대로 438 지상3층 307호 (역삼동),빠에야,11680,리얼스페인
,,,오전 11시 - 오후 3시 (런치 라스트오더 14:30),,"14,900원",,
,,,"월-금,토",,파스타,,
,,,오후 5시 - 오후 9시 30분 (디너 라스트오더 20:30),,11000~15000,,
,,,,,스테이크,,
,,,,,12500~19500,,
경양식,서울특별시 강남구 역삼동 814번지 5호 C동3층,0-561-3281,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 442 (역삼동C동3층),메뉴 정보가 없습니다.,11680,비아이트
경양식,서울특별시 강남구 역삼동 814번지 5호 C동3층,0-561-3281,월-금,서울특별시 강남구 강남대로 442 (역삼동C동3층),기네스,11680,올바원더블린
,,,오전 4시 - 오전 1시 30분,,"9,800원",,
,,,공휴일,,,,
,,,오전 3시 - 자정 12시,,,,
경양식,서울특별시 강남구 역삼동 814번지 5호 지상2층,02 5613281,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 442 (역삼동지상2층),메뉴 정보가 없습니다.,11680,더블린
경양식,서울특별시 강남구 논현동 200번지 7호 지하2층,0-519-0126,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 476 (논현동지하2층),메뉴 정보가 없습니다.,11680,논현돈까스
경양식,서울특별시 강남구 논현동 200번지 7호,,매일,서울특별시 강남구 강남대로 476 지하2층 6호 (논현동),다양한메뉴,11680,어반
,,,오후 5시 - 오전 1시,,,,
경양식,서울특별시 강남구 논현동 165번지 8호 한맥빌딩,02 516 1289,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 492 지상16층 (논현동),메뉴 정보가 없습니다.,11680,골든스카이16
경양식,서울특별시 강남구 논현동 165번지,02 5154791,매일,서울특별시 강남구 강남대로 502 2층 (논현동 에임하이타워),퀸즈랜드 립아이,11680,(유)아웃백스테이크하우스코리아 강남점
,,,오전 11시 - 오후 9시,,투움바 파스타,,
,,,,,베이비 백 립,,
경양식,서울특별시 강남구 논현동 164번지 11호 지상2층,02 5436989,"월-금,토",서울특별시 강남구 강남대로 506 동 (논현동지상2층),이인석쉐프 코스요리,11680,히까리 논현점
,,,오후 5시 30분 - 자정 12시,,사시미 대,,
,,,휴무일,,사시미 중,,
경양식,서울특별시 강남구 논현동 164번지 17호 지상1층,02 5427455,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 518 (논현동지상1층),메뉴 정보가 없습니다.,11680,왕대박삼겹살
경양식,서울특별시 강남구 논현동 49번지 0호,02-0000-0000,월-금,서울특별시 강남구 강남대로 570 (논현동),아메리카노,11680,로비
,,,오후 3시 - 오전 1시 (/ 평일 11:00~3:00 펭긘식당 운영),,살라미치즈샌드위치,,
,,,토/일,,베이커리,,
,,,"정오 12시 - 오후 11시 (/ 1,2,7,8월 매일 12:00~21:00)",,,,
경양식,서울특별시 강남구 논현동 18번지 2호,,매일,서울특별시 강남구 강남대로 588 2층 (논현동 렉스관광호텔),메뉴 정보가 없습니다.,11680,렉스 레스토랑
,,,오전 11시 30분 - 오후 10시 (휴무는 없습니다.),,,,
경양식,서울특별시 강남구 논현동 17번지 8호 (지하층),,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 594 (논현동(지하층)),메뉴 정보가 없습니다.,11680,브라운마조
경양식,서울특별시 강남구 논현동 17번지 8호 지상1층,02 5425025,"월-금,토",서울특별시 강남구 강남대로 594 (논현동지상1층),닭튀김덮밥,11680,포호아신사
,,,오전 11시 - 오후 10시,,매운돼지숙주덮밥,,
,,,,,고등어덮밥,,
경양식,서울특별시 강남구 논현동 17번지 8호 지상1층,02 5425025,"월-금,토",서울특별시 강남구 강남대로 594 (논현동지상1층),닭튀김덮밥,11680,길동우동 신사
,,,오전 11시 - 오후 10시,,매운돼지숙주덮밥,,
,,,,,고등어덮밥,,
경양식,서울특별시 강남구 신사동 502번지 7호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로 622 (신사동지상1층),메뉴 정보가 없습니다.,11680,베르체
경양식,서울특별시 강남구 신사동 503번지 2호 지상1층-104,,매일,서울특별시 강남구 강남대로 632 지상1층 104호 (신사동),아메리카노,11680,슬로우시티
,,,오전 9시 - 오후 10시 30분,,스콘+잼버터,,
,,,,,에그타르트,,
경양식,서울특별시 강남구 역삼동 619번지 15호 2층,02 5666084,매일,서울특별시 강남구 강남대로100길 10 (역삼동2층),심슨탕 (1인분),11680,심슨탕 부대찌개
,,,오전 11시 - 오후 11시,,심슨 부대볶음,,
,,,,,사천제육볶음,,
경양식,서울특별시 강남구 역삼동 619번지 15호 2층,02 5666084,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로100길 10 (역삼동2층),메뉴 정보가 없습니다.,11680,맘스터치 강남역점
경양식,서울특별시 강남구 역삼동 813번지 18호,,월-금,서울특별시 강남구 강남대로102길 11 (역삼동),망고빙수,11680,미트 프레시
,,,정오 12시 - 오후 11시,,파인애플빙수,,
,,,,,아메리카노,,
경양식,서울특별시 강남구 역삼동 813번지 18호,,매일,서울특별시 강남구 강남대로102길 11 (역삼동),갈비국수 (태국 대표 쌀국수),11680,나이쏘이(NAI SOI)
,,,오전 11시 - 오후 10시,,갈비국밥 (든든한 한끼),,
,,,토요일,,팟타이 (태국식 볶음쌀국수),,
,,,오전 11시 - 오후 11시,,,,
경양식,서울특별시 강남구 역삼동 813번지 13호,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로102길 13 지상2층 (역삼동),메뉴 정보가 없습니다.,11680,빠레뜨한남 강남CGV점
경양식,서울특별시 강남구 역삼동 813번지 14호 지하1층지상123층,02 5538837,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로102길 13-3 (역삼동지하1층지상123층),메뉴 정보가 없습니다.,11680,미즈컨테이너이스트
경양식,서울특별시 강남구 역삼동 813번지 15호 지상 123층,,매일,서울특별시 강남구 강남대로102길 13-5 (역삼동지상 123층),아메리카노 (HOT),11680,뉴코피커피(NEW KOPI COFFEE)
,,,오전 9시 - 오후 9시,,카페라떼 (HOT),,
,,,,,카푸치노 (HOT),,
경양식,서울특별시 강남구 역삼동 813번지 15호 지상 123층,,매일,서울특별시 강남구 강남대로102길 13-5 (역삼동지상 123층),탄산수,11680,강남커피
,,,오전 11시 - 오후 10시,,케익,,
,,,"금,토",,,,
,,,오전 11시 - 오후 10시 30분,,,,
경양식,서울특별시 강남구 역삼동 813번지 9호,,"화,수,목,금,토/일",서울특별시 강남구 강남대로102길 13-8 지하1층 (역삼동),하와이안 쉬림프 갈릭,11680,피코이
,,,정오 12시 - 오후 10시 (마지막 주문 20시30분),,하와이안 쉬림프 매콤갈릭,,
,,,휴무일,,시푸드파스타,,
경양식,서울특별시 강남구 역삼동 619번지 4호 지상1층103호,02-6000-2270,매일,서울특별시 강남구 강남대로102길 14 (역삼동지상1층103호),멘치까스카레,11680,코코이찌방야
,,,오전 11시 - 오후 10시 30분 (주문마감 22:00),,로스까스카레,,
경양식,서울특별시 강남구 역삼동 813번지 12호,02 5083537,매일,서울특별시 강남구 강남대로102길 15 (역삼동),토마호크 포크 커틀렛,11680,미쿡식당 강남역점
,,,오전 11시 - 오후 10시,,스모크 베이컨 스테이크,,
,,,,,자이언트 비프 스테이크,,
경양식,서울특별시 강남구 역삼동 619번지 3호,,"월-금,일",서울특별시 강남구 강남대로102길 16 3층 (역삼동),메뉴 정보가 없습니다.,11680,카페헬로
,,,오전 8시 - 오후 11시,,,,
경양식,서울특별시 강남구 역삼동 619번지 3호 까치빌딩 지하1층,,매일,서울특별시 강남구 강남대로102길 16 지하1층 (역삼동 까치빌딩),츄러스/츄르페,11680,일큐팔사츄러스(1Q84 CHURROS)
,,,오전 10시 30분 - 오후 10시 30분 (연중무휴),,커피,,
,,,,,아이스크림,,
경양식,서울특별시 강남구 역삼동 619번지 2호 지상1층,,매일,서울특별시 강남구 강남대로102길 20 (역삼동지상1층),몽 샌드위치,11680,샌드위치즈
,,,오전 11시 - 오후 9시,,타마고 샌드위치,,
,,,,,크로와상 샌드위치,,
경양식,서울특별시 강남구 역삼동 619번지 2호 지상1층,,월-금,서울특별시 강남구 강남대로102길 20 (역삼동지상1층),숙성통삼겹,11680,숙달돼지 강남역 CGV점
,,,오후 4시 30분 - 오후 11시,,숙성목살,,
,,,토/일,,숙성항정살,,
,,,정오 12시 - 오후 11시,,,,
경양식,서울특별시 강남구 역삼동 812번지 17호 지하1층지상1층지상2층,02 5391929,매일,서울특별시 강남구 강남대로102길 21 (역삼동지하1층지상1층지상2층),레빗라떼,11680,어반레빗
,,,오전 11시 - 오후 11시,,아인슈페너,,
,,,,,달콤 부드러운 허니 리코타 샐러드,,
경양식,서울특별시 강남구 역삼동 619번지 1호 지하1층,02 5016143,매일,서울특별시 강남구 강남대로102길 22 (역삼동지하1층),커플세트 2인,11680,훌리오
,,,정오 12시 - 오후 11시,,트리플 파히타,,
,,,,,엔칠라다,,
,,,,,10900~11900,,
경양식,서울특별시 강남구 역삼동 812번지 15호,02 5585215,월-금,서울특별시 강남구 강남대로102길 23 (역삼동),한방바베큐보쌈,11680,무월식탁
,,,오전 11시 - 오후 10시 (라스트오더 21:00),,간장새우덮밥,,
,,,토/일,,제주흑돼지제육쌈밥,,
,,,오전 11시 - 오후 11시 (라스트오더 21:30),,,,
경양식,서울특별시 강남구 역삼동 617번지 4호 2층,,매일,서울특별시 강남구 강남대로102길 31 2층 (역삼동),오븐피자 14인치,11680,브릭오븐(주)
,,,오전 11시 30분 - 오후 10시 30분,,23000~32000,,
,,,"금,토",,오븐피자 18인치,,
,,,오전 11시 30분 - 오후 11시,,34000~48000,,
경양식,서울특별시 강남구 역삼동 618번지 3호 지하1층,02 34778880,매일,서울특별시 강남구 강남대로102길 40 지하1층 (역삼동 제이빌딩),더블트러블,11680,더블 트러블
,,,정오 12시 - 오후 10시 (오더(주문)마감 21:00),,오리지날,,
,,,,,아보카도 트러블,,
경양식,서울특별시 강남구 역삼동 811번지 14호,,매일,서울특별시 강남구 강남대로106길 15 지하1층 (역삼동),수플레팬케이크,11680,만옥당
,,,정오 12시 - 오후 10시,,만옥비엔나,,
,,,,,심연,,
경양식,서울특별시 강남구 역삼동 811번지 7호,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로106길 19 3층 (역삼동),메뉴 정보가 없습니다.,11680,경우
경양식,서울특별시 강남구 역삼동 616번지 19호,,매일,서울특별시 강남구 강남대로106길 23 지하1층 (역삼동),블랙 부채살 스테이크,11680,블랙스톤
,,,오전 11시 30분 - 오후 10시,,블랙 등심 스테이크,,
,,,,,감베리 크림 파스타,,
경양식,서울특별시 강남구 역삼동 601번지 12호 지상1층,02 5554355,매일,서울특별시 강남구 강남대로110길 13 (역삼동지상1층),돈탕반,11680,돈수백
,,,24시간 영업,,오소리탕반,,
,,,일요일,,섞어탕반,,
,,,자정 12시 - 오후 10시,,,,
경양식,서울특별시 강남구 역삼동 601번지 12호,,월-금,서울특별시 강남구 강남대로110길 13 23층 (역삼동),플랫화이트,11680,가배도
,,,정오 12시 - 오후 10시,,코르타도,,
,,,토/일,,가배도 밀크티,,
,,,오전 11시 - 오후 10시 30분,,,,
경양식,서울특별시 강남구 역삼동 810번지 18호,,월-금,서울특별시 강남구 강남대로110길 14 지하1층 (역삼동),로즈골드 샹그리아 (1L),11680,이구펍4호점(29PUB)
,,,오후 6시 20분 - 오전 3시,,스카이 보드카 (750ml),,
,,,금요일,,'VRG' 샘플러 (600ml),,
,,,오후 6시 - 오전 4시,,,,
경양식,서울특별시 강남구 역삼동 601번지 30호,,월요일,서울특별시 강남구 강남대로110길 21 1층 (역삼동),아메리카노,11680,카페무라노
,,,오전 10시 30분 - 오후 9시,,,,
,,,"화,수,목,금,토",,,,
,,,오전 10시 30분 - 오후 9시,,,,
경양식,서울특별시 강남구 논현동 198번지 17호,,"화,수,목,금",서울특별시 강남구 강남대로112길 15 지상2층 (논현동 다다무역빌딩),삼선짜장면,11680,(주)에어리어51그램
,,,오전 11시 30분 - 오후 9시 30분,,삼선짬뽕,,
,,,"쉬는시간 매주 화,수,목,금",,전가복,,
,,,오후 3시 - 오후 5시,,,,
경양식,서울특별시 강남구 논현동 184번지 38호 지하1층,02 5472959,매일,서울특별시 강남구 강남대로114길 11 (논현동지하1층),아메리카노,11680,봄날
,,,오전 9시 - 오후 9시 30분,,콜드브루,,
,,,,,콜드브루라떼,,
경양식,서울특별시 강남구 논현동 198번지 8호 지상1층,0--2,매일,서울특별시 강남구 강남대로114길 16 (논현동지상1층),매화정식,11680,만복정
,,,오전 11시 30분 - 오후 9시 (비정기 휴무),,만복정식,,
,,,"월,화,목,금",,란정식,,
,,,오후 3시 - 오후 5시 (평일 브레이크타임),,,,
경양식,서울특별시 강남구 논현동 184번지 17호 지상1층,0-3342-7978,매일,서울특별시 강남구 강남대로114길 23 (논현동지상1층),양념갈비or생갈비,11680,송포갈비
,,,오후 4시 - 오후 10시 50분 (일요일만 오후 10시 마감),,비빔냉면,,
,,,,,된장찌개,,
경양식,서울특별시 강남구 논현동 184번지 0호,02 5158396,매일,서울특별시 강남구 강남대로116길 8 (논현동),알싸한 마늘치킨 레귤러,11680,노랑통닭
,,,오후 4시 - 오전 3시,,알싸한 마늘치킨 사이즈업,,
,,,,,엄청 큰 후라이드 치킨,,
경양식,서울특별시 강남구 논현동 184번지,,월-금,서울특별시 강남구 강남대로116길 8 3층 (논현동),노르딕샐러드,11680,노드쿠진(Nord Coisine)
,,,오전 10시 - 오후 7시,,오픈샌드위치,,
,,,토/일,,그릴드샌드위치,,
,,,오전 10시 - 오후 8시,,,,
경양식,서울특별시 강남구 논현동 183번지 0호 지상1층,,"월,수,목,금,토/일",서울특별시 강남구 강남대로118길 12 (논현동지상1층),육즙 샤우롱바오,11680,마포만두(논현점)
,,,오전 11시 - 오후 8시 30분,,생생표고만두,,
,,,"쉬는시간 매주 월,수,목,금,토/일",,새우야채딤섬,,
,,,오후 3시 - 오후 5시,,,,
경양식,서울특별시 강남구 논현동 183번지 0호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로118길 12 (논현동지상1층),메뉴 정보가 없습니다.,11680,길동우동
경양식,서울특별시 강남구 논현동 183번지 2호,,매일,서울특별시 강남구 강남대로118길 14 3층 (논현동),어묵탕,11680,파이팅(Fighting)
,,,오후 5시 - 오전 2시 (매주 일요일 휴무),,황태해장국,,
,,,,,오돌뼈,,
경양식,서울특별시 강남구 논현동 182번지 27호,,영업시간 정보가 없습니다.,서울특별시 강남구 강남대로118길 15 2층 (논현동),메뉴 정보가 없습니다.,11680,못된VR 논현카페
경양식,서울특별시 강남구 논현동 183번지 4호 지상1층,02 5461007,매일,서울특별시 강남구 강남대로118길 20 (논현동지상1층),숯불수제꼬치구이,11680,풍
,,,오후 5시 - 오전 5시 (연중무휴),,이자카야음식류일체,,
경양식,서울특별시 강남구 논현동 183번지 10호,,매일,서울특별시 강남구 강남대로118길 28 지상1층 101호 (논현동),해산물 샐러드,11680,유에프오(UFO)
